ISSN	Titulo	Estrato	
2092-7355	Allergy, Asthma & Immunology Research	A2
1710-1492	Allergy, Asthma, and Clinical Immunology (Online)	B1
2182-7265	Al-Madan Online	B3
2236-4633	Almanack	A1
2526-8066	Almanaque de Ciência Política	B3
2359-6651	Almanaque Multidisciplinar de Pesquisa	B1
1982-5617	Almanaque On-Line	B4
1981-5433	Almanaque Unigranrio de Pesquisa	B3
2036-5195	Almatourism - Journal of Tourism, Culture and Territorial Development	A2
1737-6432	Al-Mukhatabat	B1
2447-9837	Áltera Revista de Antropologia	B1
1390-325x	Alteridad: Revista de Ciencias Humanas, Sociales y Educación	A2
1405-339x	Alternativas En Psicología	B2
1078-6791	Alternative Therapies in Health and Medicine	B2
1026-2253	Alternatives Sud	B2
1868-596x	Alternatives To Animal Experimentation	A1
1923-919x	Alterstice - Revue Internationale de La Recherche Interculturelle	B4
1120-0413	Altreitalie (Torino)	B3
2318-4817	Altus Ciências	B4
2318-3985	Alumni	B1
0753-4973	Alytes: International Journal of Batrachology	B3
0893-0341	Alzheimer Disease and Associated Disorders	A1
1552-5260	Alzheimer's & Dementia	A1
2352-8737	Alzheimer's & Dementia: Translational Research & Clinical Interventions	A2
1758-9193	Alzheimer's Research & Therapy	A1
2406-1654	Am Journal of Art and Media Studies (Online)	B1
0084-5841	Ama. Agricultural Mechanization in Asia, Africa and Latin America	B3
2595-8909	Amazon Business Research	B4
2317-5125	Amazônia - Revista de Educação em Ciências e Matemáticas (Online)	A2
1809-4058	Amazônia (Banco da Amazônia. 2005)	B3
2322-6307	Amazonia Investiga	B3
1984-6215	Amazônica: Revista de Antropologia (Impresso)	A2
1517-3127	Amazônida (Ufam)	B2
2191-0855	Amb Express	A4
1808-0251	Ambiência	B2
1887-2417	Ambientalmente Sustentable	B3
2386-4362	Ambientalmente Sustentable - Revista Científica Galego-Lusófona de Educación Ambiental	B3
1413-8638	Ambiente & Educação	B2
1809-4422	Ambiente & Sociedade (Online)	A1
1678-8621	Ambiente Construído (Online)	A3
1415-8876	Ambiente Construído (São Paulo. Impresso)	A3
0121-7607	Ambiente y Desarrollo	B2
0044-7447	Ambio (Oslo)	A1
1988-5733	Ámbitos	A2
1139-1979	Ambitos - Revista Internacional de Comunicación	A2
2318-3888	Ambivalências	B2
0002-7014	Ameghiniana	A3
1851-8044	Ameghiniana	A3
2532-6724	América Crítica	B3
1405-2253	America Latina En La Historía Económica	A2
1390-1230	America Latina En Movimiento	A2
1130-2887	América Latina Hoy	A1
0002-7294	American Anthropologist	A1
1945-7782	American Economic Journal: Applied Economics	A1
1945-7669	American Economic Journal: Microeconomics	A1
0002-8444	American Fern Journal	B1
1533-3175	American Journal of Alzheimer's Disease and Other Dementias	A3
1557-4555	American Journal of Animal and Veterinary Sciences	B1
0002-9114	American Journal of Archaeology	A2
1059-0889	American Journal of Audiology (Print)	A4
0002-9122	American Journal of Botany	A2
2156-6976	American Journal of Cancer Research	A3
2160-200x	American Journal of Cardiovascular Disease	A3
1175-3277	American Journal of Cardiovascular Drugs	A2
1175-0561	American Journal of Clinical Dermatology	A1
2160-0562	American Journal of Clinical Hypnosis	B2
1938-3207	American Journal of Clinical Nutrition	A1
0277-3732	American Journal of Clinical Oncology	A3
0002-9173	American Journal of Clinical Pathology	A2
1066-2316	American Journal of Criminal Justice	A2
1062-3264	American Journal of Critical Care	A1
0894-8275	American Journal of Dentistry	A4
0195-6744	American Journal of Education (Chicago, Ill.)	A1
2474-9265	American Journal of Educational Research and Reviews	B3
1941-7020	American Journal of Engineering and Applied Sciences	B2
2320-0936	American Journal of Engineering Research	B4
2320-0847	American Journal of Engineering Research	B4
0002-9262	American Journal of Epidemiology	A1
2231-0606	American Journal of Experimental Agriculture	B4
1932-5037	American Journal of Health Education	A3
0890-1171	American Journal of Health Promotion	A3
1096-8652	American Journal of Hematology	A2
0361-8609	American Journal of Hematology (Print)	A2
1049-9091	American Journal of Hospice and Palliative Medicine	A4
1042-0533	American Journal of Human Biology	A1
0002-9297	American Journal of Human Genetics	A1
0895-7061	American Journal of Hypertension	A3
1941-7225	American Journal of Hypertension (Online)	A3
0271-3586	American Journal of Industrial Medicine (Print)	A3
0196-6553	American Journal of Infection Control	A3
2398-7723	American Journal of International Law	B4
0272-6386	American Journal of Kidney Diseases	A1
1559-8276	American Journal of Lifestyle Medicine	B1
2162-8424	American Journal of Materials Science	B3
0002-9327	American Journal of Mathematics (Print)	A1
1552-4833	American Journal of Medical Genetics - Part A	B1
1552-4841	American Journal of Medical Genetics. Part B, Neuropsychiatric Genetics	A2
1062-8606	American Journal of Medical Quality (Print)	A4
1557-9883	American Journal of Men's Health	A3
0250-8095	American Journal of Nephrology	A2
0195-6108	American Journal of Neuroradiology	A1
1097-6868	American Journal of Obstetrics and Gynecology (Online)	A1
0002-9378	American Journal of Obstetrics and Gynecology (Print)	A1
2160-8849	American Journal of Operations Research	B2
0002-9394	American Journal of Ophthalmology	A1
2451-9936	American Journal of Ophthalmology Case Reports	B3
0889-5406	American Journal of Orthodontics and Dentofacial Orthopedics	A3
0196-0709	American Journal of Otolaryngology (Print)	A4
0735-1631	American Journal of Perinatology (Print)	A3
0002-9459	American Journal of Pharmaceutical Education	A3
0002-9483	American Journal of Physical Anthropology	A2
0894-9115	American Journal of Physical Medicine & Rehabilitation	A3
1537-7385	American Journal of Physical Medicine and Rehabilitation	A3
0002-9505	American Journal of Physics	B1
0363-6143	American Journal of Physiology. Cell Physiology	A2
0363-6135	American Journal of Physiology. Heart and Circulatory Physiology	A1
1040-0605	American Journal of Physiology. Lung Cellular and Molecular Physiology	A1
1522-1490	American Journal of Physiology. Regulatory, Integrative and Comparative Physiology	A2
1931-857x	American Journal of Physiology. Renal Physiology	A1
0363-6127	American Journal of Physiology. Renal, Fluid and Electrolyte Physiology (Cessou em 1996. Cont.	A1
0193-1849	American Journal of Physiology: Endocrinology and Metabolism	A1
0193-1857	American Journal of Physiology: Gastrointestinal and Liver Physiology	A2
0092-5853	American Journal of Political Science	A1
1099-209x	American Journal of Potato Research	A3
0749-3797	American Journal of Preventive Medicine	A1
0275-2565	American Journal of Primatology (Print)	A1
1548-7776	American Journal of Psychiatric Rehabilitation	B1
0090-0036	American Journal of Public Health (1971)	A1
1600-0897	American Journal of Reproductive Immunology (Online)	A2
1046-7408	American Journal of Reproductive Immunology (Print)	A2
1073-449x	American Journal of Respiratory and Critical Care Medicine	A1
1044-1549	American Journal of Respiratory Cell and Molecular Biology	A1
1945-8924	American Journal of Rhinology & Allergy (Print)	A3
1546-3141	American Journal of Roentgenology	A2
0361-803x	American Journal of Roentgenology (1976. Print)	A2
0002-9602	American Journal of Sociology	A1
1058-0360	American Journal of Speech-Language Pathology	A1
0363-5465	American Journal of Sports Medicine	A1
2525-314x	American Journal of Sports Training	B3
1943-8141	American Journal of Translational Research	A2
1600-6135	American Journal of Transplantation (Print)	A1
1476-1645	American Journal of Tropical Medicine and Hygine	A3
0002-9645	American Journal of Veterinary Research	A3
0740-2783	American Malacological Bulletin	B3
0002-9920	American Mathematical Society. Notices	B2
0003-0082	American Museum Novitates	A1
2313-4410	American Scientific Research Journal for Engineering, Technology, and Sciences	A3
2313-4402	American Scientific Research Journal for Engineering, Technology, and Sciences (Online)	A3
1841-964x	American, British and Canadian Studies (Online)	B3
2174-0178	Americanía: Revista de Estudios Latinoamericanos	B1
2107-0806	Amerika	B2
1506-8900	Ameryka Lacinska	B1
1438-2199	Amino Acids (Wien. Internet)	A2
0719-997x	Amoxtli	B3
1083-446x	Amphibian & Reptile Conservation	A4
2640-4141	Amphibian Ark Newsletter	B4
1350-6129	Amyloid (Carnforth)	A2
2167-8421	Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration	A2
0212-9728	An Psicol-Spain	A2
1075-9964	Anaerobe (London. Print)	A3
0003-2409	Anaesthesia (London. Print)	A1
1642-5758	Anaesthesiology Intensive Therapy	A4
1692-2522	Anagramas Rumbos y Sentidos de La Comunicacion	A3
1518-6539	Anais ... Simpósio de Administração da Produção, Logística e Operações Internacionais	B4
0365-0596	Anais Brasileiros de Dermatologia (Impresso)	B2
0001-3765	Anais da Academia Brasileira de Ciências (Impresso)	A2
1980-0258	Anais da Academia Pernambucana de Ciência Agronômica	B4
1982-5323	Anais de Filosofia Clássica (Online)	B1
0874-9671	Anais de História de Além-Mar	A4
2317-0239	Anais do Encontro Virtual de Documentação em Software Livre e Congresso Internacional	B1
0303-7762	Anais do Instituto de Higiene e Medicina Tropical	B4
2236-0220	Anais do Iv Congresso Internacional de Educação	B3
0101-4714	Anais do Museu Paulista: História, Cultura e Material (Impresso)	A2
0373-9260	Anais Hidrográficos	B4
1948-206x	Anal Pde	A1
2448-0096	Analecta	B1
2027-7458	Analecta Política	A3
0185-1225	Anales de Antropología	A1
1138-3399	Anales de Biologia	A4
1697-7904	Anales de Documentación (Internet)	A4
0214-6452	Anales de Historia Del Arte	B1
2301-1505	Anales de Investigación En Arquitectura	A4
1025-5583	Anales de La Facultad de Medicina	B4
0210-4547	Anales de Literatura Hispanoamericana	B2
1695-4033	Anales de Pediatría (2003. Ed. Impresa)	B2
0328-9796	Anales Del Instituto de Arte Americano e Investigaciones Estéticas	B4
0211-2337	Anales Del Seminario de Historia de La Filosofía	B3
0102-9924	Análise Econômica (Ufrgs)	A3
2525-457x	Análise Estratégica	B3
2183-9565	Análise Européia	B3
0870-8231	Análise Psicológica	A2
0003-2573	Análise Social	A1
2386-8066	Análisis (Zaragoza. 2014)	A4
1696-3466	Análisis Del Real Instituto Elcano	B3
0121-4705	Análisis Político (Bogotá)	A1
0925-1030	Analog Integrated Circuits and Signal Processing	B1
1678-3468	Analógos (Pucrj)	B4
0003-2638	Analysis (Oxford. Print)	A4
0133-3852	Analysis Mathematica (Print)	B1
0003-2654	Analyst (London. 1877. Print)	A1
1873-4324	Analytica Chimica Acta (Online)	A1
0003-2670	Analytica Chimica Acta (Print)	A1
1414-3004	Analytica. Revista de Filosofia	A2
2316-5197	Analytica: Revista de Psicanálise	B2
1618-2650	Analytical and Bioanalytical Chemistry (Online)	A2
1618-2642	Analytical and Bioanalytical Chemistry (Print)	A2
0884-6812	Analytical and Quantitative Cytology and Histology	B2
0003-2697	Analytical Biochemistry (Print)	A3
0003-2700	Analytical Chemistry (Washington)	A1
2214-1812	Analytical Chemistry Research	B1
0003-2719	Analytical Letters	B1
1759-9660	Analytical Methods	A2
0910-6340	Analytical Sciences	B1
2357-8602	Anamorfose - Revista de Estudos Modernos	B1
2446-8088	Anamorphosis - Revista Internacional de Direito e Literatura	A3
1129-8219	Ananke	B4
2156-6909	Anatolia An International Journal of Tourism and Hospitality (Online)	A3
2547-9652	Anatolian Journal of Education	B4
0340-2096	Anatomia, Histologia, Embryologia	A4
1935-9772	Anatomical Sciences Education	A1
0740-2007	Ancient Philosophy	A2
2359-375x	Âncora - Revista Latino-Americana de Jornalismo	B1
1870-0063	Andamios -Revista de Investigación Social	B2
0718-7092	Andean Geology (Print)	A3
1439-0272	Andrologia	A3
0303-4569	Andrologia (Berlin)	A3
2047-2919	Andrology-Us	A1
2090-1267	Anemia	A4
0003-2999	Anesthesia and Analgesia	A2
0003-3006	Anesthesia Progress	B1
0003-3022	Anesthesiology (Philadelphia)	A1
1521-3773	Angewandte Chemie (International Ed. Internet)	A1
0044-8249	Angewandte Chemie (Print)	A1
0969-6970	Angiogenesis (London)	A1
0003-3197	Angiology (Roslyn, N.Y.)	A3
1984-7947	Ângulo	B4
0101-191x	Ângulo (Fatea. Impresso)	B4
2530-9986	Aniav - Revista de Investigación En Artes Visuales	B3
2183-1750	Aniki: Revista Portuguesa da Imagem em Movimento	A3
2526-1940	Anima Terra (Online)	B4
2175-7119	Anima: Revista Eletrônica do Curso de Direito da Opet	B4
1751-7311	Animal (Cambridge. Print)	A1
0003-3472	Animal Behaviour	A1
1578-665x	Animal Biodiversity and Conservation	A4
1570-7555	Animal Biology (Print)	A4
1049-5398	Animal Biotechnology	B1
1532-2378	Animal Biotechnology	B1
1435-9448	Animal Cognition (Print)	A1
1469-1795	Animal Conservation	A2
1367-9430	Animal Conservation (Print)	A2
1873-2216	Animal Feed Science and Technology	A1
0268-9146	Animal Genetics (Print)	A1
2405-6545	Animal Nutrition	A3
1836-5787	Animal Production Science	A2
1806-9614	Animal Reproduction	A4
1984-3143	Animal Reproduction	A4
0378-4320	Animal Reproduction Science (Print)	A2
1344-3941	Animal Science Journal	A2
2377-7478	Animal Sentience	A2
0962-7286	Animal Welfare	A2
2076-2615	Animals	A3
1677-907x	Animus (Santa Maria)	A3
2444-5703	Ankulegi	B1
0003-3804	Annalen Der Physik (Leipzig)	A2
1239-629x	Annales Academiae Scientiarum Fennicae. Mathematica (Painettu)	A2
0003-3847	Annales Botanici Fennici (Print)	B1
0151-9638	Annales de Dermatologie et de Vénéréologie	B3
1777-5884	Annales de Géographie (Paris)	B3
0294-1449	Annales de L Institut Henri Poincaré. Analyse Non Linéaire	A1
0037-9271	Annales de La Société Entomologique de France	B2
1370-4788	Annales de L'économie Publique, Sociale et Coopérative (Ed. Multilingue)	B1
0246-0203	Annales de L'i.H.P. Probabilités et Statistiques	A2
0003-4088	Annales de Limnologie	B1
0373-0956	Annales de L'institut Fourier	A2
2308-5835	Annales de L'institut Henri Poincare (D) Combinatorics, Physics and Their Interactions	A2
0003-4266	Annales D'endocrinologie	B2
0003-4347	Annales Des Telecommunications	A4
2526-0782	Annales Faje (Online)	B4
1879-7261	Annales Francaises D'oto-Rhino-Laryngologie et de Pathologie Cervico-Faciale	B4
1432-0576	Annales Geophysicae	A3
1424-0637	Annales Henri Poincaré (Print)	A2
1259-1734	Annales Mathématiques Blaise Pascal	B1
2195-4755	Annales Mathématiques Du Québec	A4
0012-9593	Annales Scientifiques de L'ecole Normale Supérieure	A1
0003-4541	Annales Zoologici	A4
0003-455x	Annales Zoologici Fennici (Print)	A4
0391-173x	Annali Della Scuola Normale Superiore Di Pisa. Classe Di Scienze (Testo Stampato)	A1
2384-8553	Annali Dell'istituto Superiore Di Sanità	B3
0430-3202	Annali Dell'università Di Ferrara. Sezione 7: Scienze Matematiche	B2
0373-3114	Annali Di Matematica Pura Ed Applicata	A2
1221-4639	Annals of "Dunarea de Jos" University of Galati, Fascicle Xii Welding Equipment and Technology	B3
1512-1887	Annals of Agrarian Science	B3
1898-2263	Annals of Agricultural and Environmental Medicine	B3
1081-1206	Annals of Allergy, Asthma & Immunology	A3
0940-9602	Annals of Anatomy	A4
2300-8733	Annals of Animal Science	A3
0003-4746	Annals of Applied Biology	A2
0090-6964	Annals of Biomedical Engineering	A1
0305-7364	Annals of Botany (Print)	A1
0971-9784	Annals of Cardiac Anaesthesia	B3
2304-1021	Annals of Cardiothoracic Surgery	A3
2328-9503	Annals of Clinical and Translational Neurology (Online)	A1
0004-5632	Annals of Clinical Biochemistry	B1
1476-0711	Annals of Clinical Microbiology and Antimicrobials	A2
1040-1237	Annals of Clinical Psychiatry	B2
2287-9714	Annals of Coloproctology.	B2
0218-0006	Annals of Combinatorics (Print)	B1
2198-5812	Annals of Data Science	A3
1013-9087	Annals of Dermatology	A4
1092-9134	Annals of Diagnostic Pathology (Print)	A3
0196-0644	Annals of Emergency Medicine	A3
1047-2797	Annals of Epidemiology	A2
1544-1709	Annals of Family Medicine	A1
1614-2446	Annals of Finance (Print)	A3
2010-4960	Annals of Financial Economics	A4
1844-8135	Annals of Forest Research	A3
1286-4560	Annals of Forest Science (Print)	A2
2008-8752	Annals of Functional Analysis	B2
1744-859x	Annals of General Psychiatry	A4
1593-5213	Annals of Geophysics	B2
0260-3055	Annals of Glaciology	A2
0232-704x	Annals of Global Analysis and Geometry	A2
2214-9996	Annals of Global Health	A1
0939-5555	Annals of Hematology (Print)	A4
1665-2681	Annals of Hepatology	B2
0301-4460	Annals of Human Biology	A3
0003-4800	Annals of Human Genetics (Print)	B2
2110-5820	Annals of Intensive Care	A1
0003-4819	Annals of Internal Medicine	A1
2234-3806	Annals of Laboratory Medicine	B1
2159-6816	Annals of Leisure Research (Online)	A1
0003-486x	Annals of Mathematics	A1
1012-2443	Annals of Mathematics and Artificial Intelligence	A3
2231-0746	Annals of Maxillofacial Surgery	B1
0785-3890	Annals of Medicine (Helsinki)	A1
2049-0801	Annals of Medicine and Surgery	A4
1590-4261	Annals of Microbiology	A4
0364-5134	Annals of Neurology	A1
0972-7531	Annals of Neurosciences	B2
1082-720x	Annals of Noninvasive Electrocardiology	B1
0306-4549	Annals of Nuclear Energy	A2
0914-7187	Annals of Nuclear Medicine	A4
0250-6807	Annals of Nutrition & Metabolism	A2
2052-4374	Annals of Occupational and Environmental Medicine	B1
1569-8041	Annals of Oncology	A1
0254-5330	Annals of Operation Research	A3
2224-5820	Annals of Palliative Medicine	A1
2299-0631	Annals of Parasitology	A2
0974-2069	Annals of Pediatric Cardiology	B3
2373-9312	Annals of Pediatrics & Child Health	A1
1440-1754	Annals of Pediatrics and Child Health	B1
1877-0657	Annals of Physical and Rehabilitation Medicine	A1
0003-4916	Annals of Physics (Print)	A2
0148-7043	Annals of Plastic Surgery (Print)	A3
0091-1798	Annals of Probability	A1
1467-8292	Annals of Public and Cooperative Economics	B1
0168-0072	Annals of Pure and Applied Logic (Print)	A1
1468-2060	Annals of Rheumatic Diseases	A1
0090-5364	Annals of Statistics	A1
0003-4932	Annals of Surgery	A1
1068-9265	Annals of Surgical Oncology	A1
2288-6575	Annals of Surgical Treatment and Research (Impresso)	B1
1958-9395	Annals of Telecommunications	A4
